customer_id,customer_segment,region,tenure_months,product_count,digital_logins_30d,app_sessions_change_pct,salary_inflow,salary_inflow_change_pct,avg_balance,balance_change_pct,direct_debits,complaint_count_90d,overdraft_usage_rate,card_spend_30d,open_banking_connected,churn_probability_simulated,churn_flag
C002574,Affluent,Wales,30,4,4,0.223,0,-0.193,1189.42,0.105,1,0,0.293,180.32,0,0.1419,0
C002575,Mass,Wales,92,3,6,-0.108,0,-0.105,390.64,0.138,0,0,0.21,271.83,0,0.1545,0
C002576,Affluent,South East,94,2,12,-0.002,1,-0.038,1904.71,-0.009,6,0,0.132,123.34,0,0.0871,0
C002577,Young professional,Scotland,64,2,8,-0.406,1,0.032,387.83,-0.111,2,1,0.219,217.45,0,0.2497,0
C002578,Mass,North West,9,2,10,0.182,1,-0.093,793.3,0.211,5,1,0.018,328.03,0,0.19,1
C002579,Young professional,North West,107,1,13,0.002,0,-0.018,859.27,-0.243,3,0,0.266,163.66,1,0.2405,1
C002580,Mass,South East,43,3,6,-0.194,1,-0.2,625.53,-0.295,2,0,0.363,234.42,0,0.0871,0
C002581,Affluent,West Midlands,6,1,11,-0.08,1,0.029,2910.4,0.057,5,0,0.089,543.83,0,0.1751,0
C002582,Mass,Scotland,10,2,6,0.355,1,0.12,2288.28,0.447,7,1,0.084,270.01,0,0.19,0
C002583,Young professional,North West,96,2,6,0.383,1,-0.015,3814.67,-0.014,6,0,0.089,154.58,0,0.0871,0
C002584,Young professional,Yorkshire,109,1,9,-0.349,1,-0.058,112.23,0.254,9,0,0.207,263.35,0,0.2315,0
C002585,Mass,Yorkshire,6,2,10,-0.112,1,-0.519,193.09,-0.181,3,0,0.203,163.14,0,0.2059,0
C002586,Mass,London,79,1,10,0.166,0,-0.066,1180.28,0.215,4,0,0.043,267.64,0,0.2405,0
C002587,Affluent,Yorkshire,115,2,12,-0.06,0,-0.29,3777.6,-0.274,3,0,0.237,472.01,0,0.2789,0
C002588,Mass,Scotland,3,4,9,-0.121,1,0.078,666.62,0.014,8,0,0.418,480.65,1,0.0794,0
C002589,Young professional,London,78,3,10,-0.131,1,-0.193,980.08,-0.24,6,0,0.049,149.29,1,0.0871,0
C002590,Mass,North West,88,1,5,0.08,1,0.179,2445.09,0.026,3,1,0.174,132.99,1,0.2405,1
C002591,Mass,Yorkshire,97,2,10,-0.109,1,0.193,1627.75,-0.027,5,0,0.412,331.95,0,0.0871,0
C002592,Student,Scotland,97,2,11,0.22,1,-0.258,133.66,-0.168,8,0,0.125,243.93,0,0.168,0
C002593,Student,Scotland,92,2,13,0.329,1,0.045,455.49,0.108,5,0,0.095,108.24,1,0.0871,0
C002594,Mass,Scotland,46,1,14,0.222,1,-0.13,812.88,0.233,7,1,0.076,2291.73,1,0.2405,0
C002595,Affluent,London,66,1,4,-0.218,0,-0.174,9434.88,-0.236,3,0,0.18,50.86,0,0.2405,0
C002596,Mass,Wales,110,1,15,-0.079,1,-0.075,2022.62,0.067,10,0,0.109,186.31,1,0.1419,0
C002597,SME owner,West Midlands,54,4,9,-0.075,1,0.165,359.23,0.158,3,2,0.434,304.41,1,0.1978,1
C002598,SME owner,West Midlands,114,2,6,0.002,0,0.058,2680.82,0.333,0,0,0.233,196.98,0,0.1545,0
C002599,Affluent,North West,43,2,11,0.171,1,-0.089,6629.67,0.307,2,0,0.249,410.45,1,0.0871,0
C002600,Student,Scotland,80,2,14,0.144,1,-0.084,369.11,0.177,6,0,0.09,577.96,0,0.0871,0
C002601,SME owner,North West,84,2,13,0.189,0,-0.127,377.71,-0.029,2,0,0.003,428.43,0,0.1545,1
C002602,Mass,Yorkshire,30,2,5,0.258,0,-0.243,538.21,0.023,4,0,0.0,1275.53,0,0.3318,0
C002603,Student,West Midlands,47,2,8,0.229,0,0.194,161.18,0.16,1,1,0.075,612.15,0,0.2592,0
C002604,Affluent,South East,115,2,10,-0.35,1,-0.14,2293.8,-0.072,5,0,0.281,224.14,0,0.148,0
C002605,Mass,South East,20,1,3,0.015,1,0.085,429.89,-0.275,4,0,0.463,364.25,0,0.1751,0
C002606,Young professional,South East,78,1,6,-0.178,1,-0.426,397.05,-0.086,8,0,0.46,823.28,0,0.2592,0
C002607,Mass,South East,89,2,13,0.109,0,-0.136,446.49,-0.551,1,0,0.04,265.49,0,0.2592,0
C002608,Mass,West Midlands,24,3,11,-0.2,1,-0.019,1469.64,-0.045,6,0,0.038,767.78,0,0.1091,0
C002609,Young professional,South East,31,2,11,0.3,1,-0.158,236.59,-0.223,3,0,0.132,140.71,0,0.1091,0
C002610,Mass,Wales,85,1,7,-0.031,0,-0.235,1004.41,0.098,3,0,0.092,197.73,1,0.4013,0
C002611,Mass,North West,82,4,3,0.012,1,-0.017,1336.52,0.077,4,0,0.206,271.13,0,0.063,0
C002612,Mass,London,112,1,12,0.021,1,-0.181,711.31,-0.523,10,0,0.298,287.8,1,0.2405,0
C002613,Student,North West,110,2,14,0.171,1,-0.141,244.49,0.457,9,0,0.206,1103.17,0,0.0871,0
C002614,Mass,West Midlands,14,2,15,-0.117,1,0.135,1669.95,0.028,1,1,0.12,413.93,0,0.19,0
C002615,Mass,West Midlands,10,2,8,0.313,1,0.161,2813.66,-0.33,5,0,0.226,417.19,1,0.19,0
C002616,Student,Scotland,32,4,8,-0.293,1,-0.14,467.74,0.044,9,1,0.021,632.42,1,0.2315,0
C002617,Mass,West Midlands,44,2,5,-0.173,1,-0.058,100.76,-0.119,1,0,0.362,86.31,1,0.0871,0
C002618,Affluent,South East,114,3,11,0.248,1,-0.185,1989.27,-0.203,2,0,0.039,473.02,1,0.0871,0
C002619,Young professional,Yorkshire,28,2,10,-0.505,1,-0.028,1969.47,-0.29,3,0,0.133,117.61,0,0.1824,0
C002620,Mass,West Midlands,4,1,11,-0.219,0,-0.187,1375.53,0.284,2,1,0.048,190.94,0,0.4378,0
C002621,Student,Yorkshire,66,1,15,-0.625,1,-0.215,453.01,0.445,3,0,0.194,270.28,1,0.3894,0
C002622,Mass,Wales,21,2,9,-0.037,1,0.113,1601.61,0.159,5,1,0.234,818.75,0,0.19,0
C002623,Mass,Yorkshire,46,1,16,0.366,1,-0.282,1229.88,0.273,4,0,0.205,775.82,0,0.2592,0
C002624,Student,North West,59,1,16,-0.185,0,-0.066,532.96,0.141,1,0,0.295,153.26,0,0.2405,1
C002625,Student,Scotland,28,3,15,0.173,1,-0.273,78.82,-0.098,3,0,0.025,79.43,1,0.2059,0
C002626,SME owner,North West,60,2,4,0.099,1,-0.129,261.91,0.064,6,0,0.079,153.44,0,0.0871,0
C002627,Mass,Scotland,49,1,15,-0.087,1,0.053,789.37,-0.192,6,0,0.198,448.82,1,0.1419,0
C002628,Mass,Yorkshire,20,2,8,-0.319,1,0.031,213.14,0.372,2,0,0.41,67.09,0,0.1824,0
C002629,Mass,West Midlands,20,1,7,-0.459,1,0.147,152.78,-0.174,8,0,0.088,95.85,0,0.2789,0
C002630,Mass,North West,103,4,10,0.009,1,0.041,938.12,0.464,4,0,0.117,63.66,0,0.063,0
C002631,Affluent,West Midlands,16,3,10,-0.244,1,0.083,691.04,-0.1,4,0,0.087,1720.46,1,0.1091,0
C002632,Affluent,Yorkshire,87,1,10,0.031,1,0.033,1974.82,-0.549,1,0,0.15,266.88,0,0.2405,0
C002633,Mass,Yorkshire,22,1,7,0.065,1,0.258,1726.06,0.203,5,0,0.127,450.61,0,0.1751,0
C002634,Student,South East,14,5,14,-0.297,1,-0.174,708.57,-0.013,5,1,0.158,111.11,1,0.2315,0
C002635,Mass,North West,39,2,7,-0.239,0,-0.192,930.01,0.006,2,0,0.551,159.69,0,0.1545,0
C002636,Young professional,Yorkshire,102,5,5,-0.027,1,0.028,545.57,0.239,6,0,0.266,732.61,1,0.063,0
C002637,Young professional,North West,95,1,4,-0.152,0,0.056,657.08,-0.018,2,1,0.67,416.36,0,0.4875,0
C002638,Mass,West Midlands,96,2,4,-0.137,1,0.407,274.19,-0.176,5,0,0.124,198.07,0,0.0871,0
C002639,Affluent,West Midlands,96,3,8,-0.036,0,-0.013,1909.6,0.292,2,0,0.404,513.13,1,0.1545,0
C002640,SME owner,Wales,17,1,10,-0.343,0,-0.171,315.7,0.049,1,0,0.461,717.34,0,0.4256,0
C002641,Mass,Yorkshire,10,1,6,0.215,1,-0.166,506.46,0.076,3,0,0.185,219.59,0,0.1751,1
C002642,Mass,North West,79,3,6,-0.033,0,-0.339,578.0,0.152,2,0,0.145,1439.57,0,0.2789,0
C002643,Student,Wales,35,2,20,-0.115,0,-0.221,444.1,-0.194,1,0,0.055,226.75,1,0.3318,0
C002644,Affluent,West Midlands,83,2,8,-0.255,1,0.145,2139.47,-0.195,4,0,0.01,200.98,0,0.148,0
C002645,Mass,West Midlands,51,2,12,-0.493,0,-0.196,343.34,0.134,1,0,0.3,250.04,0,0.2497,0
C002646,Mass,Wales,31,1,10,-0.402,0,-0.214,2046.31,0.189,1,0,0.02,403.08,0,0.6106,1
C002647,SME owner,Yorkshire,105,1,5,-0.199,1,-0.149,1018.15,-0.043,4,0,0.051,316.31,0,0.1419,0
C002648,SME owner,Scotland,34,2,14,-0.451,1,-0.213,920.84,0.125,6,0,0.051,988.93,1,0.3208,0
C002649,Mass,Scotland,80,3,7,0.306,0,-0.026,930.58,0.141,1,0,0.033,343.95,0,0.1545,0
C002650,Mass,Scotland,62,2,3,0.013,1,-0.363,255.99,0.462,5,0,0.112,165.39,1,0.168,0
C002651,Mass,Yorkshire,113,1,13,-0.023,1,-0.248,1227.1,-0.265,2,0,0.239,1191.24,1,0.2592,0
C002652,Young professional,South East,21,3,10,0.028,0,0.006,118.37,0.171,3,0,0.353,699.39,1,0.19,0
C002653,Young professional,Yorkshire,46,4,12,0.005,1,-0.027,651.55,0.296,6,0,0.048,611.79,0,0.063,0
C002654,Affluent,North West,74,4,11,-0.24,0,-0.134,2092.78,-0.366,0,0,0.145,380.96,0,0.1978,1
C002655,Mass,Yorkshire,72,2,9,-0.296,1,-0.144,69.84,-0.19,6,0,0.012,1898.22,0,0.148,0
C002656,Mass,Yorkshire,80,2,6,0.01,1,0.059,206.54,0.298,6,1,0.33,880.48,1,0.1545,0
C002657,Mass,Scotland,8,1,12,-0.537,1,-0.126,238.83,-0.256,6,0,0.089,466.09,1,0.2789,0
C002658,Mass,London,59,2,9,0.177,0,-0.354,858.11,-0.155,3,0,0.162,172.61,1,0.2789,0
C002659,SME owner,North West,58,2,9,-0.127,1,-0.034,194.84,-0.248,9,0,0.129,440.98,0,0.0871,0
C002660,SME owner,North West,65,2,8,-0.078,0,-0.597,1027.52,-0.065,2,3,0.458,673.6,1,0.7311,0
C002661,Mass,Yorkshire,62,2,17,-0.191,0,-0.039,274.29,0.346,4,0,0.072,143.41,0,0.1545,0
C002662,Mass,London,51,2,6,0.17,1,0.221,757.11,0.145,6,0,0.028,350.46,0,0.0871,0
C002663,Mass,South East,37,1,7,-0.015,1,-0.303,323.19,-0.193,4,0,0.108,485.05,1,0.2592,1
C002664,Affluent,West Midlands,13,4,12,-0.07,1,-0.2,4634.42,0.064,4,0,0.199,254.55,0,0.0794,0
C002665,Mass,Scotland,34,1,10,-0.217,1,0.136,99.65,0.478,5,0,0.112,168.69,0,0.1751,0
C002666,Mass,West Midlands,119,1,7,-0.001,1,-0.112,1325.93,0.227,4,0,0.409,178.79,0,0.1419,0
C002667,Mass,Wales,114,4,16,-0.133,1,-0.075,201.28,-0.33,2,0,0.445,301.59,1,0.1141,0
C002668,Mass,West Midlands,62,3,8,0.455,0,-0.352,1161.95,-0.053,1,0,0.13,195.29,0,0.2789,0
C002669,SME owner,Yorkshire,12,1,10,0.035,0,-0.093,957.45,0.094,3,0,0.434,708.79,0,0.2891,0
C002670,Affluent,Yorkshire,68,1,13,0.325,1,-0.136,1237.29,0.048,9,0,0.506,376.64,0,0.1419,0
C002671,Affluent,Yorkshire,48,1,10,0.126,1,0.121,1083.42,-0.221,5,0,0.168,57.93,0,0.1419,0
C002672,Mass,Wales,3,3,8,0.044,1,-0.021,294.49,-0.55,4,0,0.378,214.14,0,0.19,0
C002673,Mass,Scotland,25,2,8,0.151,1,0.124,80.71,0.116,5,0,0.028,493.38,1,0.1091,0
C002674,Mass,North West,18,2,11,0.143,0,0.17,730.69,0.094,1,0,0.069,889.01,1,0.19,1
C002675,SME owner,Wales,52,2,7,0.072,1,0.027,394.88,0.05,5,0,0.053,341.42,0,0.0871,0
C002676,Mass,Wales,16,3,11,-0.255,1,0.093,294.41,-0.109,7,0,0.188,67.59,0,0.1824,0
C002677,Young professional,West Midlands,84,1,9,-0.019,1,0.114,951.75,-0.072,6,0,0.248,75.54,0,0.1419,0
C002678,Student,Scotland,53,1,18,0.007,1,0.216,334.29,0.248,4,0,0.128,406.22,1,0.1419,1
C002679,Young professional,Scotland,42,1,8,0.086,1,0.168,223.02,0.164,2,0,0.216,290.82,0,0.1419,1
C002680,Affluent,Scotland,54,2,6,0.022,0,-0.344,1010.73,-0.007,0,0,0.256,115.01,0,0.2789,0
C002681,Mass,London,14,4,9,-0.419,0,-0.399,448.59,0.165,4,0,0.108,291.51,0,0.3894,0
C002682,Affluent,London,68,2,4,0.153,1,0.062,8322.52,0.02,3,0,0.011,577.32,0,0.0871,0
C002683,Mass,Yorkshire,31,1,12,0.028,0,-0.306,303.99,0.169,4,0,0.25,443.1,0,0.4626,0
C002684,Mass,South East,97,3,6,-0.261,1,-0.302,2694.87,-0.18,4,1,0.05,406.18,0,0.4134,1
C002685,SME owner,London,102,4,13,-0.045,0,0.018,1092.17,0.159,6,0,0.074,281.97,0,0.1141,0
C002686,SME owner,Scotland,53,2,11,0.194,0,-0.032,4099.57,-0.019,3,0,0.098,1731.99,0,0.1545,0
C002687,Mass,South East,71,1,4,-0.063,0,-0.443,972.68,-0.029,0,0,0.086,297.57,0,0.4013,1
C002688,SME owner,Yorkshire,17,1,7,-0.029,1,-0.052,405.31,-0.019,5,0,0.349,303.53,1,0.1751,0
C002689,Mass,London,73,2,10,-0.003,1,0.183,196.15,-0.227,3,0,0.152,138.39,0,0.0871,0
C002690,Young professional,Scotland,13,4,7,-0.069,1,-0.103,20.38,0.352,3,0,0.215,315.91,0,0.0794,0
C002691,Mass,West Midlands,106,2,10,-0.038,0,0.112,817.18,-0.716,1,0,0.5,304.58,0,0.2592,0
C002692,Mass,North West,117,2,3,0.004,1,0.001,1789.49,-0.133,3,0,0.198,772.03,0,0.0871,0
C002693,Mass,Yorkshire,73,2,10,0.227,0,-0.209,47.65,0.131,1,0,0.582,740.7,1,0.2789,0
C002694,Affluent,London,83,1,10,-0.296,0,-0.418,872.26,-0.197,2,0,0.517,68.54,0,0.5498,0
C002695,Mass,Wales,62,1,7,-0.299,1,0.236,278.74,0.369,5,0,0.313,250.52,0,0.2315,0
C002696,Affluent,North West,73,2,10,-0.062,1,-0.195,2855.58,0.431,2,0,0.018,900.4,1,0.0871,0
C002697,Young professional,Yorkshire,79,1,2,-0.206,1,-0.175,1277.86,-0.305,5,1,0.051,204.45,0,0.5744,1
C002698,Mass,North West,98,4,5,-0.483,1,-0.319,681.68,0.298,4,0,0.38,385.08,0,0.2059,1
C002699,Young professional,London,92,2,4,0.307,0,0.178,657.68,-0.183,2,0,0.518,205.72,0,0.1545,0
C002700,Mass,London,57,4,11,-0.355,0,-0.081,8848.66,-0.202,1,0,0.221,203.61,0,0.19,0
C002701,Mass,North West,104,1,8,0.033,1,0.342,360.21,0.553,6,0,0.171,336.82,1,0.1419,0
C002702,Student,Scotland,66,1,16,-0.23,1,-0.101,373.04,0.056,2,1,0.19,630.57,0,0.2405,0
C002703,Young professional,West Midlands,49,4,9,-0.111,1,-0.209,719.29,-0.287,3,0,0.329,887.87,0,0.1246,0
C002704,Affluent,London,80,1,9,0.019,1,-0.232,1385.24,-0.284,5,0,0.254,816.23,0,0.2592,0
C002705,Mass,North West,114,2,7,-0.038,0,-0.172,1012.29,-0.567,3,0,0.115,331.72,0,0.2592,0
C002706,SME owner,Yorkshire,114,5,9,-0.062,0,0.008,1298.47,-0.238,4,0,0.18,322.24,0,0.1141,0
C002707,Mass,Scotland,47,2,9,-0.015,0,-0.329,1711.28,-0.417,0,0,0.13,208.75,0,0.4256,0
C002708,SME owner,West Midlands,76,1,15,-0.015,0,-0.037,1019.89,-0.015,1,0,0.181,231.3,1,0.2405,1
C002709,Affluent,West Midlands,2,1,10,0.187,0,-0.294,926.91,0.001,5,0,0.163,98.97,0,0.4626,1
C002710,Mass,Yorkshire,107,2,8,0.012,1,-0.25,467.1,-0.27,9,0,0.34,65.51,1,0.168,0
C002711,Mass,South East,67,2,6,0.295,0,0.061,164.12,-0.233,2,0,0.256,377.46,1,0.1545,0
C002712,Student,Scotland,81,3,11,0.069,0,-0.102,2028.74,-0.342,3,0,0.117,506.37,0,0.2592,1
C002713,Young professional,West Midlands,26,2,5,-0.285,1,0.253,409.66,-0.4,3,1,0.132,474.36,0,0.4502,0
C002714,Affluent,North West,104,2,11,0.231,0,-0.012,1061.0,0.273,3,0,0.348,767.79,1,0.1545,0
C002715,Mass,South East,59,4,11,0.265,1,0.129,331.4,0.217,3,0,0.434,1556.28,1,0.063,0
C002716,Student,North West,66,1,10,-0.155,0,-0.04,299.01,-0.106,0,1,0.113,273.23,1,0.3775,1
C002717,SME owner,West Midlands,7,4,11,0.248,0,-0.27,306.0,-0.175,1,0,0.352,196.32,0,0.2592,0
C002718,Mass,West Midlands,54,2,9,-0.012,1,0.176,543.58,0.073,6,0,0.082,384.11,1,0.0871,0
C002719,SME owner,Yorkshire,13,3,8,-0.17,0,-0.291,340.18,-0.199,2,0,0.182,76.09,0,0.3318,0
C002720,Mass,South East,18,3,7,-0.479,0,-0.416,579.68,0.187,4,0,0.049,335.39,1,0.475,0
C002721,Young professional,North West,48,2,10,-0.111,1,0.14,1893.12,0.015,7,0,0.235,1029.06,1,0.0871,0
C002722,Mass,Wales,97,1,8,-0.242,1,-0.125,660.38,-0.243,8,0,0.119,113.38,0,0.1419,0
C002723,Mass,South East,47,1,12,0.532,0,0.148,758.99,-0.133,0,0,0.133,563.27,0,0.2405,0
C002724,Mass,North West,72,1,6,0.375,1,-0.039,761.81,-0.053,5,0,0.119,68.5,0,0.1419,0
C002725,Young professional,Scotland,102,2,13,-0.13,1,0.26,315.17,-0.263,5,0,0.158,161.75,0,0.0871,0
C002726,Mass,West Midlands,61,1,9,-0.248,1,-0.167,517.32,-0.343,6,0,0.237,182.99,1,0.2405,0
C002727,Affluent,Scotland,48,1,5,-0.083,1,0.164,2267.22,-0.142,5,0,0.099,639.03,0,0.1419,1
C002728,Affluent,London,77,2,9,-0.053,1,-0.134,3169.21,0.076,8,0,0.117,487.62,0,0.0871,1
C002729,SME owner,Yorkshire,46,5,7,0.181,0,-0.044,752.66,0.864,0,0,0.443,287.56,1,0.1141,0
C002730,SME owner,London,6,2,6,-0.132,1,-0.079,1971.11,-0.175,6,0,0.223,280.36,0,0.1091,1
C002731,Young professional,North West,109,3,13,-0.265,0,-0.144,1696.91,0.069,5,0,0.096,379.49,1,0.2497,1
C002732,SME owner,Wales,41,2,11,-0.209,0,-0.247,1791.64,0.574,1,0,0.1,304.8,0,0.2789,0
C002733,Young professional,Scotland,42,3,9,-0.191,1,0.215,1165.09,-0.177,5,1,0.135,192.98,0,0.1545,0
C002734,Mass,Yorkshire,95,3,9,-0.187,1,-0.13,222.61,0.019,6,0,0.299,674.14,0,0.0871,0
C002735,Young professional,London,101,2,4,-0.218,1,-0.076,18558.16,-0.447,3,0,0.327,307.54,0,0.1545,0
C002736,Mass,North West,46,3,8,-0.017,1,-0.126,2665.17,0.041,4,0,0.174,57.46,1,0.0871,0
C002737,Student,Yorkshire,35,5,12,0.338,1,-0.051,106.07,0.065,3,0,0.273,289.89,0,0.0794,0
C002738,Mass,West Midlands,105,3,7,0.186,1,0.337,1292.44,-0.083,4,0,0.291,109.93,0,0.0871,0
C002739,Affluent,Scotland,2,2,2,0.141,1,0.097,5529.67,0.045,5,0,0.377,621.74,1,0.2142,0
C002740,Mass,Wales,4,1,11,-0.037,1,-0.249,835.56,0.101,5,0,0.068,630.69,1,0.31,0
C002741,Mass,Yorkshire,32,2,12,0.222,1,0.125,629.35,-0.062,7,0,0.333,285.78,1,0.1091,0
C002742,Mass,Scotland,49,2,10,-0.169,0,-0.576,671.99,-0.431,2,0,0.211,816.9,1,0.4256,1
C002743,Mass,South East,4,2,10,0.031,1,0.072,317.09,-0.415,6,0,0.064,196.36,0,0.19,1
C002744,Young professional,Wales,48,2,9,0.206,0,-0.235,713.28,-0.118,3,1,0.098,282.47,0,0.4256,0
C002745,Mass,Yorkshire,77,1,8,-0.517,1,-0.108,189.32,-0.027,5,0,0.017,99.94,0,0.2315,0
C002746,Affluent,London,69,2,9,0.305,0,-0.397,2061.98,-0.453,0,0,0.166,330.72,0,0.4256,1
C002747,Mass,Scotland,22,1,6,-0.008,1,0.009,654.36,0.182,2,0,0.132,918.33,0,0.1751,0
C002748,Mass,London,91,1,7,-0.157,1,-0.079,1821.09,0.706,10,0,0.093,110.96,1,0.1419,0
C002749,Mass,North West,38,1,9,-0.203,0,-0.08,829.54,-0.123,2,0,0.03,97.41,0,0.2405,0
C002750,Mass,London,113,2,10,-0.198,1,-0.189,5435.9,0.226,4,0,0.108,607.16,0,0.0871,0
C002751,Mass,Wales,85,2,8,-0.064,0,-0.171,764.3,-0.204,2,0,0.45,156.4,0,0.1545,1
C002752,Young professional,Scotland,38,2,8,-0.004,0,-0.225,249.64,-0.12,1,0,0.218,168.82,0,0.2789,0
C002753,Mass,London,38,2,15,-0.186,1,-0.096,128.28,-0.451,5,0,0.051,576.6,0,0.1545,0
C002754,Mass,Wales,60,2,12,0.076,0,-0.312,1111.19,0.199,2,0,0.128,105.87,0,0.2789,0
C002755,Mass,Yorkshire,22,3,7,-0.288,0,-0.412,1352.49,0.162,3,0,0.525,199.33,0,0.475,0
C002756,Affluent,London,106,3,8,0.164,0,0.002,3356.23,-0.309,2,0,0.389,693.71,0,0.2592,1
C002757,Affluent,London,32,2,12,-0.056,0,0.019,932.14,0.226,5,0,0.048,545.97,1,0.19,0
C002758,Mass,West Midlands,75,2,10,0.261,1,-0.269,4036.79,-0.367,4,0,0.203,170.28,0,0.2789,1
C002759,Student,Scotland,91,3,16,0.061,0,-0.214,545.82,-0.029,2,0,0.161,165.79,1,0.2789,0
C002760,Student,Scotland,82,2,17,0.199,0,-0.202,840.29,0.596,1,0,0.27,78.57,0,0.2789,1
C002761,Mass,Scotland,31,2,13,0.089,0,-0.361,540.58,-0.222,1,0,0.057,771.18,0,0.3318,0
C002762,SME owner,North West,9,2,11,-0.249,1,-0.119,883.5,0.206,2,0,0.065,70.67,0,0.1091,0
C002763,Mass,South East,45,1,9,0.225,0,0.148,1699.42,-0.163,4,0,0.141,119.55,0,0.2405,0
C002764,Young professional,Yorkshire,30,2,12,0.136,1,-0.394,1925.22,-0.16,6,0,0.09,610.19,0,0.2059,0
C002765,Mass,North West,45,4,10,0.032,1,0.197,1213.22,-0.239,4,0,0.038,275.58,1,0.063,1
C002766,Young professional,Wales,12,3,9,0.33,1,0.043,392.26,-0.04,3,0,0.171,271.92,0,0.1091,0
C002767,Mass,West Midlands,101,2,10,-0.104,1,-0.093,250.49,-0.334,7,1,0.112,485.74,0,0.2592,1
C002768,Mass,South East,31,1,7,-0.233,1,0.059,2844.69,0.243,4,0,0.323,492.06,0,0.1751,0
C002769,Student,South East,107,3,14,0.278,1,0.07,1623.57,0.205,5,0,0.486,435.42,0,0.0871,0
C002770,Mass,Wales,8,4,11,0.079,0,-0.135,1152.64,0.106,1,0,0.067,137.05,1,0.1419,1
C002771,Mass,London,63,2,9,0.078,1,-0.241,744.13,0.147,9,0,0.18,544.97,0,0.168,0
C002772,Affluent,Yorkshire,70,1,7,-0.204,1,-0.081,3039.53,-0.251,4,1,0.189,157.76,1,0.2405,0
C002773,Mass,Scotland,119,2,5,0.232,1,0.151,202.2,0.182,3,0,0.186,140.26,0,0.0871,0
C002774,SME owner,Wales,47,2,10,0.08,0,0.165,923.83,-0.072,0,0,0.232,252.52,1,0.1545,1
C002775,Young professional,West Midlands,62,3,5,0.326,1,0.203,971.41,0.011,4,0,0.284,449.53,1,0.0871,0
C002776,Student,Yorkshire,62,2,9,0.055,1,-0.126,1145.4,-0.14,8,0,0.289,145.41,0,0.0871,1
C002777,Mass,Scotland,106,3,8,-0.204,0,-0.295,123.73,-0.253,1,0,0.411,137.19,0,0.2789,0
C002778,Mass,London,119,4,7,-0.352,0,-0.096,319.22,-0.138,1,0,0.411,268.86,0,0.19,0
C002779,Mass,Yorkshire,17,4,11,0.111,1,0.016,327.92,-0.034,2,0,0.161,388.3,0,0.0794,0
C002780,Student,London,29,5,18,-0.058,0,-0.387,515.01,-0.118,1,0,0.113,176.72,0,0.2592,0
C002781,Mass,Wales,85,2,7,0.033,0,-0.188,649.1,-0.075,0,0,0.179,651.73,0,0.1545,0
C002782,Mass,London,38,1,7,-0.255,0,-0.06,619.7,-0.355,3,0,0.409,442.51,0,0.525,1
C002783,Mass,London,55,2,10,0.219,1,0.027,2099.38,0.087,4,0,0.054,229.46,0,0.0871,0
C002784,Mass,London,13,3,6,0.189,0,-0.117,460.71,-0.582,2,0,0.55,44.42,1,0.31,0
C002785,Young professional,South East,61,1,5,0.047,1,-0.371,188.19,0.006,4,0,0.649,210.69,1,0.2592,0
C002786,Affluent,Wales,77,3,4,-0.11,1,-0.141,5862.84,-0.182,7,0,0.274,229.69,0,0.0871,0
C002787,Mass,Scotland,39,3,15,-0.01,1,-0.238,231.53,0.16,3,0,0.198,907.93,0,0.168,0
C002788,Student,South East,19,1,24,-0.188,1,-0.08,1046.56,-0.356,4,1,0.399,242.83,1,0.4378,0
C002789,Affluent,West Midlands,109,1,5,-0.163,1,-0.179,1025.94,-0.169,7,0,0.634,332.01,1,0.1419,1
C002790,Student,Scotland,45,4,14,-0.029,0,0.08,744.77,-0.167,3,0,0.347,271.34,1,0.1141,0
C002791,Mass,North West,61,2,13,0.099,0,0.107,303.94,-0.267,2,0,0.227,190.5,1,0.1545,0
C002792,Young professional,London,82,2,14,-0.219,1,-0.088,279.76,-0.309,7,0,0.164,203.99,0,0.1545,1
C002793,SME owner,West Midlands,73,3,8,-0.044,0,-0.24,1145.83,0.22,0,0,0.229,224.02,0,0.2789,1
C002794,Affluent,London,16,3,7,-0.04,1,-0.164,4491.53,0.405,1,0,0.132,60.12,0,0.1091,0
C002795,Affluent,London,82,4,9,-0.157,0,-0.217,2267.88,0.069,3,0,0.351,200.12,1,0.2142,1
C002796,Young professional,Wales,51,2,10,-0.079,1,-0.294,387.59,-0.278,6,0,0.03,400.61,0,0.168,0
C002797,Affluent,Scotland,112,2,10,0.328,1,-0.007,1584.1,0.115,4,0,0.267,775.96,1,0.0871,0
C002798,Young professional,North West,98,3,8,0.09,0,-0.355,1844.32,0.229,2,0,0.363,202.42,0,0.2789,0
C002799,Mass,North West,19,4,7,-0.133,1,-0.145,275.28,-0.101,6,0,0.067,322.0,0,0.0794,0
C002800,Mass,North West,4,2,15,-0.114,1,0.031,508.5,0.33,6,0,0.431,148.54,1,0.1091,0
C002801,Mass,London,52,4,10,-0.04,1,-0.064,1225.55,-0.073,6,1,0.023,315.53,0,0.1141,0
C002802,Mass,West Midlands,103,4,10,-0.303,0,-0.687,752.9,0.335,2,0,0.021,1295.86,1,0.3318,0
C002803,SME owner,Wales,26,3,8,0.372,1,0.304,633.04,0.042,4,0,0.455,460.61,1,0.1091,0
C002804,Mass,Yorkshire,41,1,4,0.01,1,-0.067,2112.56,0.019,3,0,0.188,377.28,0,0.1419,0
